ID,y
664,107.03845
666,100.843216
668,100.37954
669,103.164474
671,99.952736
675,108.58036
677,99.486755
678,107.75851
679,102.93256
682,97.58446
685,95.42253
687,95.52546
688,98.27133
693,106.177925
696,103.390495
698,96.79391
701,99.48292
704,96.23775
705,115.152794
709,110.28103
710,95.99761
711,92.87215
712,93.57722
714,102.24692
715,91.43263
716,104.11464
717,99.93385
720,116.02902
721,91.01146
724,95.65217
725,93.62798
726,101.51101
728,100.96749
731,92.848724
734,111.70712
738,101.04695
745,102.53805
746,93.497604
751,82.0753
754,99.22359
756,91.20546
758,97.681564
759,103.35469
761,116.39475
766,100.03516
767,100.38351
768,98.2034
769,97.165665
770,96.00547
771,80.08285
772,102.90674
773,100.65577
774,102.2927
776,103.185974
777,105.02333
780,116.04135
782,106.3818
787,99.26052
788,96.35038
792,98.39714
793,112.294334
798,97.59051
800,97.7537
806,104.11464
809,106.32395
811,113.70743
812,102.65041
814,116.32809
816,99.33879
817,89.75356
818,98.88427
820,98.87596
823,96.16754
829,97.140274
830,111.416336
831,97.37718
834,97.40204
839,102.0778
841,82.651596
844,106.85124
845,96.35137
848,95.98561
850,107.147415
851,96.97268
852,95.03277
854,96.12341
855,101.62179
856,96.68251
859,110.11677
861,102.2927
864,96.01531
865,103.65246
866,90.092186
867,94.521805
869,96.919975
871,93.687096
872,104.11464
882,97.92164
883,100.863205
885,96.640335
888,102.58743
893,102.057045
901,108.38685
903,108.321625
904,96.5886
905,98.02111
910,101.622215
911,103.79536
914,108.026306
918,108.90805
921,97.581215
928,101.622635
929,101.25329
932,105.08284
933,107.999886
934,101.622215
935,105.66589
937,80.17328
939,95.96695
940,103.39735
941,102.527435
942,97.98838
943,95.6284
944,97.39637
947,104.11464
949,110.22909
951,105.27205
952,100.002495
953,108.321625
954,82.70963
957,102.95543
959,93.78609
960,104.76323
963,116.32809
965,104.11464
967,90.22826
971,99.99705
972,83.810555
973,94.61471
974,103.77439
975,104.58322
978,102.29272
980,103.133934
981,95.8082
984,108.14094
986,101.622215
988,98.2034
989,100.43305
990,100.14809
992,108.38685
996,100.534966
999,98.10863
1000,102.51735
1001,103.65246
1002,98.123665
1003,103.185974
1004,98.2605
1008,96.142914
1009,94.54601
1010,103.80412
1012,98.56672
1013,101.15152
1014,111.665344
1015,94.84209
1016,116.32131
1019,105.7697
1020,100.0578
1021,101.622215
1022,94.96602
1024,101.622215
1025,84.39836
1027,95.102516
1028,99.29064
1029,99.405754
1030,93.079956
1033,100.01726
1036,108.3095
1037,101.77563
1038,92.584816
1042,95.96695
1043,102.570854
1044,98.22604
1045,97.73568
1047,109.896164
1050,97.858406
1051,102.17105
1054,95.13771
1056,95.8082
1057,100.70424
1059,102.91599
1062,102.12488
1063,95.98993
1064,95.8082
1066,100.84167
1070,96.145355
1076,100.69122
1077,100.31762
1078,102.42788
1080,98.04836
1082,102.150795
1083,102.69836
1089,103.81326
1091,102.58743
1093,94.90621
1097,102.73207
1099,98.23715
1101,101.622215
1103,102.1185
1104,100.2277
1106,102.956665
1109,95.63399
1110,101.08582
1111,100.97457
1112,110.31467
1114,96.40905
1116,102.61346
1117,107.35356
1120,101.22439
1124,105.055275
1125,96.232285
1126,108.848145
1134,99.6237
1137,106.898994
1138,102.6749
1144,104.221176
1145,95.66271
1146,99.298294
1148,104.903145
1150,100.76738
1152,106.85124
1153,92.694824
1154,105.6543
1155,96.122505
1157,99.4601
1162,95.96695
1165,99.80153
1166,100.70812
1167,98.01328
1168,102.20832
1169,110.11677
1171,116.891075
1172,102.47768
1173,110.11677
1174,101.40083
1176,101.75629
1177,99.74791
1178,96.57588
1182,102.0027
1186,101.51907
1187,108.70977
1188,106.731224
1189,116.04135
1191,100.546165
1192,96.05946
1197,106.483955
1198,98.690445
1200,84.02824
1201,101.87828
1203,102.52337
1209,116.32809
1214,97.52262
1218,106.76807
1222,101.7343
1226,96.79287
1228,100.94527
1230,103.300186
1232,83.56159
1233,101.64645
1236,110.03013
1238,96.10773
1241,104.221176
1244,97.39295
1246,102.076866
1247,105.58625
1250,112.06957
1251,102.29649
1254,109.4793
1255,98.065895
1256,112.8803
1257,99.20292
1258,112.87687
1259,104.11464
1260,94.070175
1263,104.41609
1267,81.87009
1268,97.40381
1271,96.05946
1272,102.057045
1274,107.74394
1275,95.96695
1276,102.17105
1277,92.1675
1279,99.298294
1281,105.31118
1282,106.731224
1283,98.27589
1285,104.8914
1286,106.0165
1289,100.282455
1296,98.12963
1299,100.7428
1301,100.534966
1306,105.42805
1307,101.71568
1308,95.50013
1313,102.17105
1314,104.91163
1315,101.08582
1316,88.89699
1317,102.057045
1319,96.305626
1323,99.518745
1324,101.00659
1325,102.158585
1328,101.518394
1329,97.8329
1330,102.17604
1331,99.12189
1332,112.59899
1337,90.150055
1338,103.91587
1339,107.47374
1340,100.655045
1343,96.99863
1347,97.92612
1348,102.77329
1349,102.69598
1352,99.208374
1354,101.728096
1359,108.295944
1360,99.96113
1363,102.057045
1364,103.390495
1365,103.79615
1366,92.57539
1372,94.69185
1375,105.4015
1376,100.5811
1378,109.697464
1379,111.04104
1380,101.622215
1381,110.11677
1384,106.78137
1387,100.7428
1388,103.18775
1392,81.35284
1394,104.73299
1395,94.05072
1396,104.11464
1398,95.62992
1399,104.11464
1400,99.79991
1401,100.554985
1403,98.19451
1404,105.40193
1406,104.11464
1407,96.88724
1408,104.41609
1410,81.87009
1412,104.11464
1413,94.650986
1415,105.201004
1420,104.41609
1422,106.76807
1423,105.09332
1424,104.41609
1425,93.765884
1426,81.87009
1427,102.52337
1429,94.25237
1430,99.84681
1431,101.54929
1432,108.262405
1434,109.879715
1437,96.39839
1438,104.09233
1440,102.905846
1441,99.92481
1442,96.73555
1444,102.06943
1445,104.20489
1446,106.41771
1448,94.057755
1453,102.22301
1454,104.11464
1455,96.05946
1456,111.34199
1458,104.11464
1459,92.83447
1461,99.88728
1465,100.7428
1466,99.609505
1469,99.04362
1472,102.22301
1474,99.44264
1477,104.542015
1479,103.082985
1482,112.73045
1483,83.98049
1487,95.235695
1488,103.605576
1490,107.01734
1492,98.46449
1494,116.04135
1496,106.85234
1497,98.068306
1499,101.50798
1502,95.150116
1507,101.84893
1508,99.208374
1509,102.72681
1511,93.88012
1512,101.64226
1513,115.184944
1514,105.129
1518,103.24644
1519,97.13506
1522,101.42901
1524,84.02824
1527,96.73555
1529,94.827065
1532,96.71041
1536,105.12746
1537,116.11484
1539,100.70461
1542,100.77857
1543,100.5811
1544,104.78428
1545,85.11966
1550,100.563095
1551,103.65604
1554,100.98911
1556,106.85124
1559,99.20292
1560,82.38098
1562,95.68167
1566,97.10884
1567,103.06929
1569,96.63109
1570,110.43507
1571,100.11122
1574,99.208374
1578,106.3818
1580,104.28943
1583,103.03775
1584,99.208374
1585,101.485725
1586,107.55679
1587,102.83587
1588,97.73043
1590,113.85214
1592,97.906235
1596,98.7195
1598,98.04055
1599,96.13003
1604,109.32998
1606,98.08533
1607,94.650986
1608,106.920876
1609,116.891075
1611,92.56763
1613,95.86898
1616,97.4792
1619,103.0367
1620,100.46921
1621,104.09698
1622,98.61056
1625,108.38685
1627,116.891075
1629,98.26239
1634,94.08084
1636,100.80805
1638,98.38459
1639,104.60074
1641,104.194435
1643,93.438446
1644,105.42026
1645,116.04135
1646,96.33488
1647,100.625435
1648,95.751335
1652,104.28943
1653,102.0669
1656,101.43593
1658,96.13003
1659,101.16237
1661,103.06508
1663,94.650986
1664,101.836105
1665,96.05946
1666,106.85124
1667,109.17237
1668,82.52583
1669,102.00925
1670,90.70479
1672,99.24028
1674,111.845665
1677,103.605576
1678,98.382805
1679,107.772255
1680,96.76527
1683,99.836624
1686,98.87833
1687,106.76807
1689,104.04917
1690,93.84296
1691,116.178925
1692,105.0617
1693,99.208374
1695,97.812935
1696,102.22301
1697,100.91797
1700,106.85124
1701,99.38908
1702,99.735855
1703,98.462
1704,113.896355
1706,100.449455
1707,107.99675
1708,96.0021
1710,103.42575
1711,97.42832
1713,94.90726
1717,99.84038
1719,106.3818
1720,99.28786
1722,98.14212
1725,97.85298
1726,95.94492
1727,106.74218
1729,96.59266
1730,105.356476
1731,103.89301
1733,106.85124
1734,98.30276
1735,106.76807
1738,95.86898
1742,103.06397
1745,111.845665
1747,99.458664
1749,94.98215
1751,97.32336
1752,84.62593
1753,101.245964
1754,95.99061
1755,94.33233
1756,112.79887
1758,104.08396
1759,96.05946
1760,107.61961
1761,101.059204
1762,93.225
1763,98.18724
1764,102.52038
1766,102.07756
1768,99.52834
1769,81.7267
1771,100.898445
1772,97.414474
1773,98.551865
1774,99.484856
1775,103.78273
1777,101.66114
1779,96.05946
1780,101.4475
1787,98.462
1788,103.27954
1790,95.650764
1796,103.39062
1801,98.3274
1803,95.63458
1807,107.716995
1809,104.13712
1812,94.96541
1813,105.09782
1814,106.360466
1815,98.68584
1816,105.87495
1818,101.07994
1820,92.01319
1821,109.896164
1822,93.416016
1825,100.2223
1826,96.713425
1828,94.851234
1831,97.129196
1836,98.23823
1837,101.82971
1841,99.44264
1844,99.424706
1848,104.23559
1851,100.70461
1852,102.69836
1853,99.08798
1854,109.11282
1856,103.445404
1859,104.192505
1860,95.58336
1861,81.15137
1863,100.133705
1865,101.60043
1866,102.21848
1867,93.52771
1868,97.63852
1872,100.983055
1879,102.09836
1880,100.23958
1882,100.07275
1885,99.836624
1887,101.80483
1888,100.86433
1890,103.37446
1894,95.800255
1895,99.47694
1896,97.58383
1897,103.84554
1900,100.213974
1901,99.20292
1902,107.516716
1905,99.22066
1906,96.36091
1912,108.321625
1915,95.86833
1916,98.069275
1917,95.43693
1918,98.70169
1920,84.21555
1923,97.64606
1924,98.06794
1925,96.03234
1930,116.891075
1932,104.11464
1933,107.85792
1934,102.4058
1935,99.319824
1940,81.87009
1941,96.591774
1942,100.22563
1943,103.55119
1944,98.03774
1945,108.36641
1948,116.32809
1949,99.21928
1952,103.62301
1954,99.235985
1955,104.41609
1958,92.346405
1959,85.48293
1960,98.18724
1963,93.32826
1965,101.745
1968,94.63842
1969,103.390495
1971,93.47295
1972,108.99569
1973,98.51926
1975,97.6668
1977,104.04143
1978,94.22932
1979,97.1276
1981,98.328896
1982,111.35933
1987,104.68749
1988,97.10884
1993,103.12171
1997,103.276535
1999,94.79004
2001,95.86898
2002,109.745926
2003,99.265366
2004,82.50818
2006,99.07773
2007,100.9689
2009,107.283264
2010,98.4116
2013,91.16932
2018,81.26409
2022,100.827065
2024,105.44102
2025,105.28165
2026,104.246025
2030,107.72894
2031,93.757675
2032,108.321625
2033,95.23369
2035,93.48677
2036,98.7925
2037,97.77865
2040,96.05783
2043,114.862816
2044,96.380516
2046,94.967865
2054,109.00464
2055,105.43943
2056,101.4475
2059,93.33453
2060,99.20292
2062,94.95439
2063,108.04391
2066,95.800255
2067,106.76807
2072,100.44886
2073,101.385765
2074,101.28538
2075,94.74732
2076,95.75471
2080,97.03592
2082,99.20292
2085,99.22894
2087,101.5006
2091,111.827866
2092,91.74893
2093,101.4475
2098,105.15351
2101,98.18724
2102,101.220184
2103,81.87009
2105,102.21848
2106,96.122505
2107,95.99386
2110,100.82236
2114,105.52655
2115,100.8128
2117,82.37396
2118,96.13999
2119,99.197235
2120,95.09296
2122,100.52207
2123,106.57162
2126,93.16823
2127,98.14271
2128,99.44264
2129,97.383255
2132,102.4674
2135,107.643616
2138,101.402885
2139,116.891075
2141,106.95142
2142,98.558365
2146,96.50962
2151,113.18982
2157,104.59807
2159,102.81697
2162,96.05166
2164,117.082726
2167,97.61961
2168,100.421196
2171,91.09691
2173,93.20523
2174,105.44683
2175,103.13471
2178,95.871956
2180,95.86898
2185,103.38186
2189,97.408745
2190,106.76807
2192,96.53434
2194,109.77134
2200,98.43791
2201,96.22999
2203,96.64373
2204,99.071144
2205,104.59659
2209,104.04699
2213,99.22863
2214,95.59597
2215,114.21211
2216,96.249146
2218,96.21274
2219,102.83625
2220,99.92299
2222,95.257355
2223,105.49405
2225,104.01961
2226,98.86659
2230,99.61619
2233,106.86955
2234,106.77502
2235,99.071144
2236,82.33168
2237,103.147194
2240,111.40717
2241,90.10713
2248,103.709625
2249,85.38191
2250,96.05827
2252,98.45048
2253,99.367065
2254,102.26871
2256,83.73193
2258,106.92882
2259,99.088196
2262,95.73259
2265,97.12513
2266,104.65437
2269,96.12415
2271,101.653
2273,97.58112
2274,114.542656
2275,96.14656
2277,98.13789
2279,99.071144
2280,82.48397
2282,95.86898
2283,101.9263
2288,96.9909
2289,107.60361
2291,96.13282
2292,116.56304
2297,101.99523
2298,99.60846
2299,105.09539
2300,105.14246
2301,98.65207
2304,104.45857
2305,98.318855
2306,95.73259
2308,95.75471
2309,94.2616
2311,92.92211
2312,103.0913
2316,105.7537
2321,97.42832
2322,95.99732
2325,96.72148
2326,102.88558
2329,116.56304
2330,98.1401
2331,100.6417
2332,106.89434
2333,95.73259
2334,96.015594
2335,112.8803
2337,101.68933
2338,102.873566
2340,106.89434
2342,101.64082
2345,101.60034
2349,93.69156
2351,83.42559
2352,95.13575
2354,104.43406
2355,110.546455
2357,104.01961
2358,100.31005
2360,94.9487
2361,104.43406
2364,96.87834
2366,92.34266
2369,95.5009
2370,93.16355
2371,106.80566
2373,106.67612
2374,99.409386
2376,102.554
2378,102.493126
2382,101.57162
2383,97.56404
2386,97.32633
2387,100.24401
2389,105.336655
2390,106.87883
2392,92.515205
2398,106.89434
2399,95.78691
2400,100.39815
2401,102.48601
2402,95.13771
2404,100.715256
2407,100.39663
2408,100.55753
2409,99.693726
2412,84.96578
2413,101.33319
2415,99.54554
2420,97.58124
2422,98.94598
2423,97.44385
2426,98.58982
2432,96.57854
2434,105.08668
2435,100.443
2436,115.97199
2438,100.25528
2440,97.41685
2443,110.29896
2444,95.418495
2447,103.709625
2450,95.24297
2454,98.36755
2455,102.04042
2459,95.73259
2460,101.65925
2463,100.22696
2465,91.52589
2468,81.95029
2469,99.265366
2474,109.24107
2478,98.96484
2480,104.23669
2481,111.40717
2489,95.86898
2490,107.72894
2492,99.028694
2496,95.73259
2497,96.09073
2500,94.851234
2505,95.79598
2507,91.95065
2508,104.59659
2509,102.86321
2510,84.7944
2513,98.097206
2515,95.86898
2518,97.56404
2519,103.30901
2520,97.56404
2521,97.54764
2523,101.167076
2525,94.65602
2529,104.62994
2530,99.21685
2533,110.67831
2535,101.41045
2538,104.448616
2544,104.048256
2553,102.67518
2556,100.99266
2558,94.858955
2559,100.83444
2560,96.56085
2561,105.005295
2562,93.94935
2563,103.20894
2564,105.462456
2565,106.86955
2567,98.133026
2572,96.205
2575,95.52149
2576,98.77007
2577,97.67154
2578,95.53342
2579,98.92399
2580,95.43223
2582,106.7703
2583,91.79089
2587,102.935486
2589,104.44862
2590,102.09825
2591,104.62994
2594,100.06071
2597,103.8593
2598,107.025955
2599,105.56752
2600,98.255936
2602,103.80846
2603,96.205
2604,110.08916
2606,98.8563
2607,85.138596
2608,100.44886
2613,104.59659
2614,110.112526
2615,97.34085
2617,98.89786
2620,100.76738
2623,108.659355
2624,104.075165
2627,104.59659
2629,85.138596
2630,101.35027
2632,100.64705
2636,98.538635
2639,100.57115
2640,102.33361
2642,104.62994
2644,107.61173
2646,103.14586
2647,100.8059
2649,99.85009
2650,100.78904
2652,106.85124
2653,96.46463
2655,95.40021
2657,106.89434
2659,104.11464
2662,97.56404
2663,111.2488
2664,94.665924
2665,102.54081
2670,100.723145
2671,106.56782
2672,99.290245
2675,106.85124
2677,107.245995
2679,97.255806
2683,96.362434
2684,104.52092
2685,100.59214
2688,102.09289
2689,94.5962
2690,101.14578
2693,103.626816
2694,100.1045
2697,109.79978
2699,96.100174
2703,101.43899
2705,99.7173
2709,81.61917
2710,95.45772
2711,99.29371
2712,104.168884
2713,102.22672
2714,104.809814
2715,108.93296
2717,97.71209
2718,105.87379
2720,108.27213
2721,101.27926
2726,99.221954
2728,96.04969
2731,99.27649
2732,104.088806
2734,101.56961
2736,106.91797
2737,93.67433
2738,98.55252
2739,103.12929
2746,96.67123
2749,96.90101
2751,116.04135
2752,99.7868
2753,104.32558
2757,107.283264
2758,94.947784
2759,112.56367
2760,101.673744
2762,97.379105
2764,96.5635
2765,106.56605
2769,111.25807
2771,101.92917
2774,98.07729
2776,96.31655
2777,97.32781
2778,99.20292
2779,102.2226
2782,96.39337
2784,99.7955
2787,103.36029
2789,97.49486
2792,96.24582
2798,96.86533
2799,105.26658
2800,100.22807
2801,80.13881
2802,103.59299
2804,105.00339
2807,103.79615
2808,99.631584
2809,99.840195
2811,115.08824
2812,101.03745
2814,97.11688
2816,101.30776
2817,112.68699
2818,100.81264
2820,107.04491
2821,81.4269
2822,97.85359
2823,100.80675
2824,99.25254
2826,107.89528
2829,98.73439
2834,96.8217
2835,81.41273
2838,103.20095
2839,96.390884
2840,94.9497
2841,110.396324
2842,95.73259
2846,107.33062
2848,91.93098
2849,96.7755
2850,104.809814
2851,96.19741
2853,103.23726
2854,104.62994
2858,105.386856
2861,108.489944
2864,99.028694
2865,111.2488
2866,96.93541
2867,96.58619
2868,100.706345
2870,99.80317
2877,103.63117
2878,104.59659
2880,99.36003
2882,83.43496
2883,101.28394
2884,97.49172
2885,97.770905
2887,95.86898
2888,105.032005
2889,93.29449
2890,106.58816
2891,92.812775
2892,116.60684
2893,95.32107
2898,110.32195
2899,98.34366
2900,102.849075
2901,96.09009
2909,101.5934
2910,106.789185
2911,110.54738
2913,97.38428
2914,101.681076
2918,101.54168
2919,99.658905
2920,107.79987
2921,104.59659
2922,99.402115
2923,97.26144
2925,100.07925
2926,95.43223
2927,104.31068
2929,103.24644
2933,97.23843
2934,97.08914
2936,102.26187
2941,99.194145
2942,96.15996
2943,114.287
2945,97.74034
2950,95.26346
2951,98.21469
2953,99.92397
2954,101.47089
2955,98.51476
2956,100.11259
2960,101.994606
2962,102.400894
2963,99.94119
2964,107.730576
2966,81.63807
2967,99.34864
2968,114.60128
2969,97.6668
2971,97.11983
2972,101.99523
2974,96.16791
2975,104.492966
2977,116.04135
2980,112.117424
2981,96.32026
2983,93.31362
2984,97.20851
2985,116.56304
2986,108.41207
2987,101.99523
2989,95.60885
2990,98.719505
2991,103.90868
2992,81.7267
2995,109.79978
2996,97.770676
3002,108.16262
3004,100.092804
3005,116.39475
3006,98.08127
3010,103.36414
3011,102.61143
3014,95.43223
3015,87.77427
3016,96.39839
3017,103.4628
3018,99.91591
3021,98.92143
3024,107.59572
3028,95.606834
3030,99.20292
3032,100.385994
3039,97.664085
3040,97.552925
3041,94.82677
3043,99.53278
3044,106.20115
3046,103.73438
3055,100.519394
3056,100.594826
3058,101.56828
3059,112.783134
3061,116.11484
3063,98.32849
3066,91.54444
3067,107.59572
3068,82.06054
3069,101.27926
3072,115.184944
3073,103.083405
3074,98.37357
3077,96.155235
3082,99.68702
3084,109.79978
3085,102.82919
3088,107.61173
3091,108.16917
3092,108.559364
3093,97.87218
3094,99.27649
3096,102.4058
3097,105.356476
3098,83.60897
3102,115.19015
3106,106.84854
3109,102.44456
3111,101.17914
3112,116.39475
3113,102.604355
3115,100.44886
3116,102.59161
3117,96.511734
3121,98.50616
3122,93.97755
3123,94.851234
3124,107.76797
3125,96.39839
3126,101.934296
3127,116.178925
3129,96.74833
3130,104.34127
3132,103.54165
3134,102.79564
3135,101.50285
3137,82.05013
3138,101.76631
3140,108.34969
3144,99.21871
3145,97.34911
3146,97.34085
3147,98.1002
3148,101.72167
3149,101.00089
3150,102.76981
3151,102.41021
3152,91.31033
3155,98.872604
3156,104.809814
3159,98.43684
3161,95.47094
3162,98.444244
3163,100.33386
3165,98.28533
3172,100.4234
3173,100.64828
3176,98.453316
3177,101.45394
3179,104.492966
3183,90.64459
3186,94.75767
3187,98.42031
3189,109.20483
3190,101.65139
3192,116.178925
3193,100.4234
3194,102.722694
3197,96.05946
3198,101.38383
3200,102.55355
3201,114.659386
3202,101.38383
3204,95.79598
3205,96.54001
3206,91.98731
3208,100.44029
3210,99.253136
3211,93.82861
3212,116.11484
3213,103.35864
3214,97.42386
3216,106.58816
3219,97.47212
3220,101.90565
3221,102.604355
3226,109.78402
3227,97.55643
3228,102.05033
3229,97.6617
3232,81.87009
3233,98.06873
3234,98.87714
3236,102.18466
3238,104.200226
3239,101.60917
3240,96.2747
3247,97.11526
3249,96.78888
3252,108.516945
3253,97.54259
3254,103.97171
3255,97.0249
3256,104.62386
3257,101.50514
3262,99.62074
3263,106.85124
3264,100.11259
3266,109.45475
3267,102.233406
3269,87.40578
3272,116.56304
3274,96.05946
3275,105.173775
3277,101.32636
3279,99.83899
3280,100.49116
3283,104.167076
3285,95.86898
3287,109.506645
3288,107.59572
3290,101.87918
3291,103.20515
3298,96.794655
3299,101.97464
3302,104.81176
3303,100.95857
3304,98.0179
3307,95.39281
3309,102.05849
3314,82.68857
3316,105.099434
3317,95.9908
3319,101.59757
3320,99.46356
3321,95.29356
3322,102.93634
3324,98.0423
3326,103.05759
3329,100.924835
3330,105.462456
3331,98.6155
3335,116.59973
3337,100.87946
3338,104.98208
3339,95.8181
3340,105.57655
3341,97.549515
3343,99.04573
3346,102.743416
3348,103.06131
3351,107.59572
3352,116.56304
3355,97.32168
3356,109.57389
3358,105.91173
3359,102.69836
3360,102.209854
3371,97.10878
3372,99.93861
3374,95.31995
3377,105.575836
3378,97.55991
3380,98.843605
3382,90.409874
3386,102.527435
3389,104.1511
3391,103.59104
3393,100.29919
3394,97.96844
3395,97.8329
3397,104.6031
3398,101.58837
3399,80.51609
3400,103.16589
3404,97.50451
3407,97.059074
3409,94.598595
3419,101.32636
3421,99.46657
3425,89.85063
3427,83.93844
3428,116.39475
3429,100.47075
3431,94.783585
3435,98.734406
3436,104.06514
3439,94.20643
3441,94.34445
3442,116.39475
3443,99.62074
3444,97.824646
3445,96.214836
3446,107.05658
3449,99.20292
3453,96.09114
3457,103.43654
3460,106.58816
3461,104.0666
3462,102.22301
3464,98.32849
3465,82.06054
3466,103.40296
3467,95.85785
3468,94.6093
3469,105.11682
3470,100.670296
3472,104.32576
3473,89.8928
3475,100.6511
3476,98.37965
3478,96.89792
3479,97.20824
3483,102.85844
3484,100.09139
3485,101.57629
3487,98.4061
3488,109.56024
3496,101.31993
3497,97.05838
3499,101.54929
3500,82.48397
3501,95.52149
3504,98.38255
3508,101.38212
3511,96.14979
3512,106.17135
3515,99.20582
3517,95.73335
3518,94.64046
3526,112.355484
3528,105.03203
3529,100.89606
3530,105.6747
3531,98.66545
3532,102.36534
3533,100.38017
3534,102.238396
3535,82.675606
3536,99.5684
3537,96.92642
3538,103.99994
3539,102.09735
3540,99.62303
3545,99.376526
3546,98.51809
3550,105.75138
3551,102.272606
3553,93.325775
3554,106.58816
3557,103.147194
3558,99.911194
3559,99.20292
3561,103.43461
3562,104.6031
3563,99.447495
3564,107.59572
3565,96.214836
3567,92.74326
3571,107.59572
3572,91.79009
3574,104.4505
3576,101.96246
3577,99.95999
3578,95.62206
3579,100.90271
3583,99.0262
3585,104.19165
3586,106.46
3587,103.33906
3593,99.437325
3594,107.59341
3595,97.664085
3599,95.5971
3600,103.99282
3601,104.32576
3602,99.20292
3604,100.37511
3609,114.58028
3610,112.2346
